fridgeTemp,bpm,temp,sg,count,temp_target,roomTemp,gravity_target,hysteresis,device_integration,percentage,report_source,type,pour_volume,battery,device_state,comment,volume_unit,time,rssi,device_source,beer,max_volume,ph,pressure,id,volume,angle,__acc_reading_doc_id,__acc_reading_data_id,timepoint
,,7.9,1.009,,,,,,default,,,stream,,,,,,1741787569355,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,JxqCUAI7kX6ivan1rL8b,2025-03-12T13:52:49.355Z
,,7.7,1.009,,,,,,default,,,stream,,,,,,1741783968523,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,H9MNknv7vrCjbvz3Ppvz,2025-03-12T12:52:48.523Z
,,7.7,1.009,,,,,,default,,,stream,,,,,,1741780368978,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,mtNr9ohMQXWELHYmjGc8,2025-03-12T11:52:48.978Z
,,8.2,1.009,,,,,,default,,,stream,,,,,,1741776769403,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,ykwfMmj031Nk9agVP5SP,2025-03-12T10:52:49.403Z
,,9.2,1.009,,,,,,default,,,stream,,,,,,1741773171234,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,d6htJmVjpa6wI6NmKTs3,2025-03-12T09:52:51.234Z
,,9.8,1.009,,,,,,default,,,stream,,,,,,1741769568430,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,plDePusrGe0c42xrxJoB,2025-03-12T08:52:48.430Z
,,10.3,1.009,,,,,,default,,,stream,,,,,,1741765968436,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,0RTAjZ1pGMelH0GFNHD4,2025-03-12T07:52:48.436Z
,,10.9,1.009,,,,,,default,,,stream,,,,,,1741762368030,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,j2GhFsOm6MJoBArLBn3x,2025-03-12T06:52:48.030Z
,,11,1.009,,,,,,default,,,stream,,,,,,1741758767971,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,UznkEv0Gqb5OUUhzhWvP,2025-03-12T05:52:47.971Z
,,11.4,1.009,,,,,,default,,,stream,,,,,,1741755166292,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,3nZ4hSrgNSM8wTRyPVjy,2025-03-12T04:52:46.292Z
,,10.9,1.009,,,,,,default,,,stream,,,,,,1741751565791,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,NFUYUHjUHLfyLUtWam6k,2025-03-12T03:52:45.791Z
,,10.8,1.009,,,,,,default,,,stream,,,,,,1741747965980,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,ZASOPJveUuCdxU3GJlIa,2025-03-12T02:52:45.980Z
,,10.7,1.008,,,,,,default,,,stream,,,,,,1741744369239,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,7e3xY50eredEqciS5vw4,2025-03-12T01:52:49.239Z
,,11.2,1.008,,,,,,default,,,stream,,,,,,1741740768911,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,WmJ8X1H1233sadpx2IwA,2025-03-12T00:52:48.911Z
,,11.4,1.008,,,,,,default,,,stream,,,,,,1741737168358,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,gNrK3LtrdjZ4k9CrG6nS,2025-03-11T23:52:48.358Z
,,10.8,1.009,,,,,,default,,,stream,,,,,,1741733567756,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,wjfcX5L4KdjWI5GqXD5J,2025-03-11T22:52:47.756Z
,,12,1.008,,,,,,default,,,stream,,,,,,1741729966711,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,XGMbM27K9WlNCAQTDV6E,2025-03-11T21:52:46.711Z
,,12.7,1.009,,,,,,default,,,stream,,,,,,1741726366820,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,Ejze9nUpuiLYrmxJAGSX,2025-03-11T20:52:46.820Z
,,13.4,1.008,,,,,,default,,,stream,,,,,,1741722766762,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,b12wpjTBMMwII9MaftnS,2025-03-11T19:52:46.762Z
,,14.1,1.008,,,,,,default,,,stream,,,,,,1741719166839,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,b7vtv9Y4XltNS1nck4BP,2025-03-11T18:52:46.839Z
,,14,1.008,,,,,,default,,,stream,,,,,,1741715567337,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,PaRJ6jPzZkYScyyVeoCp,2025-03-11T17:52:47.337Z
,,13.9,1.008,,,,,,default,,,stream,,,,,,1741711966675,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,CMARRPP1Rr4BA2n7CV4K,2025-03-11T16:52:46.675Z
,,13.9,1.008,,,,,,default,,,stream,,,,,,1741708365632,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,wLCRGvzMiRowZST8zcmc,2025-03-11T15:52:45.632Z
,,13.7,1.008,,,,,,default,,,stream,,,,,,1741704766043,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,9kEEiU3TddykbAb2quoA,2025-03-11T14:52:46.043Z
,,14.4,1.008,,,,,,default,,,stream,,,,,,1741701163268,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,fW0NW7HrswQa1fxC3s3f,2025-03-11T13:52:43.268Z
,,14.3,1.008,,,,,,default,,,stream,,,,,,1741697564970,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,Cym293ZhwJLjTwVdCOlt,2025-03-11T12:52:44.970Z
,,14.3,1.008,,,,,,default,,,stream,,,,,,1741693962215,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,DqRGPv3VlwE48jChG0TW,2025-03-11T11:52:42.215Z
,,14.3,1.008,,,,,,default,,,stream,,,,,,1741690362049,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,4GdihYkcY4MWqToIRtnQ,2025-03-11T10:52:42.049Z
,,13.9,1.008,,,,,,default,,,stream,,,,,,1741686761191,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,Yc0VTjObe7QReGNA5sQ9,2025-03-11T09:52:41.191Z
,,15.1,1.008,,,,,,default,,,stream,,,,,,1741683161747,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,niBmJDlC3evQkQSctx5G,2025-03-11T08:52:41.747Z
,,15.8,1.008,,,,,,default,,,stream,,,,,,1741679561702,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,tqupZQ64hVTll6vgE7zV,2025-03-11T07:52:41.702Z
,,16.6,1.008,,,,,,default,,,stream,,,,,,1741675961219,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,2yxykcKg5N0ANKdWOLI8,2025-03-11T06:52:41.219Z
,,17.3,1.008,,,,,,default,,,stream,,,,,,1741672361068,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,gK3qXzmz7jJvnwTFhvms,2025-03-11T05:52:41.068Z
,,17,1.008,,,,,,default,,,stream,,,,,,1741668760970,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,sfhNVssUP8oV5jcU8xbk,2025-03-11T04:52:40.970Z
,,16.7,1.008,,,,,,default,,,stream,,,,,,1741665160875,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,06aqaD03j8LCFEz8TbSs,2025-03-11T03:52:40.875Z
,,16.7,1.008,,,,,,default,,,stream,,,,,,1741661560421,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,WZiIdqU6uy19FFSBJHnW,2025-03-11T02:52:40.421Z
,,16.7,1.008,,,,,,default,,,stream,,,,,,1741657964546,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,C8lQcz1hAAWYP8BpLt0C,2025-03-11T01:52:44.546Z
,,17.1,1.008,,,,,,default,,,stream,,,,,,1741654364164,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,1MD6NoysyzRw11YaPREC,2025-03-11T00:52:44.164Z
,,17,1.008,,,,,,default,,,stream,,,,,,1741650763181,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,mHQ8zSlBhzGbLzAZBx7t,2025-03-10T23:52:43.181Z
,,17.1,1.008,,,,,,default,,,stream,,,,,,1741647162500,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,ZGcxtLKHM9L6LZezCU1z,2025-03-10T22:52:42.500Z
,,16.8,1.008,,,,,,default,,,stream,,,,,,1741643562710,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,J2tA1wJxEMdghwAbJCP5,2025-03-10T21:52:42.710Z
,,17.9,1.008,,,,,,default,,,stream,,,,,,1741639962441,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,WZbCLF2Lutpj3OzMC946,2025-03-10T20:52:42.441Z
,,18.9,1.008,,,,,,default,,,stream,,,,,,1741636358299,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,2ltJlfGKCOnYlq5xZ5p1,2025-03-10T19:52:38.299Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741632758177,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,zscZwGgD7oC6Rc2lWe7F,2025-03-10T18:52:38.177Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741629157891,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,4d2ypstwcOd7j0aZkYII,2025-03-10T17:52:37.891Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741625557425,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,QWuRP1WVtYUNuECfkiLS,2025-03-10T16:52:37.425Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741621956776,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,ie0cPmVcb3VNu49uThx8,2025-03-10T15:52:36.776Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741618356947,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,9kbUouRkzxGVK0HqgQTp,2025-03-10T14:52:36.947Z
,,20.2,1.008,,,,,,default,,,stream,,,,,,1741614756633,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,MDAxi1WuRuQQf59MakiA,2025-03-10T13:52:36.633Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741611156199,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,jxYWW2DDaQyIwPPcJJDL,2025-03-10T12:52:36.199Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741607556099,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,ug3Qbc03E6ZF4gItaPEz,2025-03-10T11:52:36.099Z
,,20.3,1.008,,,,,,default,,,stream,,,,,,1741603956164,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,1U0RtDGrjpOeGk2Dm6en,2025-03-10T10:52:36.164Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741600356697,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,0cjpM7rarT3D1xeDQve9,2025-03-10T09:52:36.697Z
,,20.2,1.008,,,,,,default,,,stream,,,,,,1741596755109,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,fZp9i7iSz9NM9K3aGLNy,2025-03-10T08:52:35.109Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741593156670,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,T3A5Ex7U7d0aIbRUIaSl,2025-03-10T07:52:36.670Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741589554058,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,NhsBK5QNvQnUvlg4VoqH,2025-03-10T06:52:34.058Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741585955995,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,mZo4b1IioH3ttVdWVY8I,2025-03-10T05:52:35.995Z
,,20.1,1.007,,,,,,default,,,stream,,,,,,1741582356032,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,q7wZoGBci47TLu4Vgy5k,2025-03-10T04:52:36.032Z
,,20.3,1.008,,,,,,default,,,stream,,,,,,1741578753422,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,WqN9UIoBBicSAGhXPVZe,2025-03-10T03:52:33.422Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741575153507,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,5kijwdG5N06ZIh6N01Yy,2025-03-10T02:52:33.507Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741571553437,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,jlusYylg9DiD79xY3rhW,2025-03-10T01:52:33.437Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741567953392,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,kfv7bgRAXvepWZN1CzlA,2025-03-10T00:52:33.392Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741564357962,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,X4VMccXG80TKhE5VORah,2025-03-09T23:52:37.962Z
,,20.2,1.008,,,,,,default,,,stream,,,,,,1741560757465,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,mfYhLWaAkGgVO5RBo6Xu,2025-03-09T22:52:37.465Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741557152505,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,H321F29pYf2kQYs662gc,2025-03-09T21:52:32.505Z
,,19.8,1.008,,,,,,default,,,stream,,,,,,1741553552361,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,7YySV9sv17caUmvGDOLp,2025-03-09T20:52:32.361Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741549952346,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,YeeBB1vHHBzIhqw0w0WV,2025-03-09T19:52:32.346Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741546353020,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,tawn4PQY7z94K4nW6U3g,2025-03-09T18:52:33.020Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741542752655,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,JfucpvyQBtfo3lRnjS5Y,2025-03-09T17:52:32.655Z
,,20.2,1.008,,,,,,default,,,stream,,,,,,1741539151969,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,Ep3rbxJPRcH5OJoTdYDn,2025-03-09T16:52:31.969Z
,,20.3,1.008,,,,,,default,,,stream,,,,,,1741535553435,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,C2I5p4CZvLvZJEuJdBIo,2025-03-09T15:52:33.435Z
,,20.3,1.008,,,,,,default,,,stream,,,,,,1741531951432,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,WzYwnvh3et3JKc2q1GIp,2025-03-09T14:52:31.432Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741528355989,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,0Yn5jZNKwsQhmkSBrJQP,2025-03-09T13:52:35.989Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741524753639,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,GcTzGkRFedvW06RhIn6d,2025-03-09T12:52:33.639Z
,,19.8,1.008,,,,,,default,,,stream,,,,,,1741521152703,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,e9eYBVdaqR7OWaYWeCiD,2025-03-09T11:52:32.703Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741517552143,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,fNa8E8xAN8APccbED5JE,2025-03-09T10:52:32.143Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741513951370,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,xWANnoxqKzZkhxxHs2Xv,2025-03-09T09:52:31.370Z
,,20.3,1.008,,,,,,default,,,stream,,,,,,1741510351349,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,Zie0NMAsCvRLhQC4q2ro,2025-03-09T08:52:31.349Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741506751566,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,A5mUoRfzENct8ssH7wap,2025-03-09T07:52:31.566Z
,,19.8,1.008,,,,,,default,,,stream,,,,,,1741503149537,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,LqcHfWuAAyuKgWYmNGqQ,2025-03-09T06:52:29.537Z
,,20,1.008,,,,,,default,,,stream,,,,,,1741499549234,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,wxnIMIlZgZenQVC4WeHJ,2025-03-09T05:52:29.234Z
,,20.2,1.008,,,,,,default,,,stream,,,,,,1741495948617,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,peGjbU7yof3giiZOFidH,2025-03-09T04:52:28.617Z
,,20.3,1.008,,,,,,default,,,stream,,,,,,1741492348800,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,4mBgDgyEyeYbnVnpGlgP,2025-03-09T03:52:28.800Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741488748567,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,UydlyUvLRlzgYiFHgzhb,2025-03-09T02:52:28.567Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741485148466,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,A8ORXfht6aoiZfahOtbM,2025-03-09T01:52:28.466Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741481548483,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,Efjlr7zMXgf3nmaW9inL,2025-03-09T00:52:28.483Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741477948503,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,OZKFaAaUU5cp0eGw9ZlS,2025-03-08T23:52:28.503Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741474348475,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,G6wkPeyM7e0hJxsbINwx,2025-03-08T22:52:28.475Z
,,20.3,1.008,,,,,,default,,,stream,,,,,,1741470748390,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,ZOzwiQyflxchuiGa8HPJ,2025-03-08T21:52:28.390Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741467148305,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,uFOimuj60RelMEHjsqFk,2025-03-08T20:52:28.305Z
,,20.2,1.008,,,,,,default,,,stream,,,,,,1741463547828,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,1EVKxHh9Fc9BNawyZd8n,2025-03-08T19:52:27.828Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741459947406,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,DFBQtDamp8k8zhPrZzm9,2025-03-08T18:52:27.406Z
,,19.7,1.008,,,,,,default,,,stream,,,,,,1741456347202,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,qXsOxnQJ5DwKGtT2G8Ip,2025-03-08T17:52:27.202Z
,,20.4,1.008,,,,,,default,,,stream,,,,,,1741452750663,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,BtvpjSDgTx5lbqjqyOaK,2025-03-08T16:52:30.663Z
,,20,1.008,,,,,,default,,,stream,,,,,,1741449150231,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,HXN5luTORogyJH1Ak6ni,2025-03-08T15:52:30.231Z
,,20.1,1.008,,,,,,default,,,stream,,,,,,1741445548828,,,,,,,KOMORA,,,JJmij8Zf0FWxxx6inWOhvzOkeLV4KI$0$stream$KOMORA$0,mLFjGlmvfhE524JqAwPF,2025-03-08T14:52:28.828Z
